# 
GCAM_region_ID,basin_id,water_type,water_sector,share
8,15,water withdrawals,Mining,0.02075247142581434
8,15,water withdrawals,Municipal,0.020918092669587617
8,19,water consumption,Electricity,0.0368589986809028
8,19,water consumption,Livestock,0.016520575098788792
8,19,water consumption,Manufacturing,0.03771486997879061
8,19,water consumption,Mining,0.036815622800844466
8,19,water consumption,Municipal,0.0371297679716835
8,19,water withdrawals,Electricity,0.036944595247748825
8,19,water withdrawals,Livestock,0.016520575098788792
8,19,water withdrawals,Manufacturing,0.037718616941374045
8,19,water withdrawals,Mining,0.03682478073467287
8,19,water withdrawals,Municipal,0.0371317161601749
8,23,water consumption,Electricity,0.23843852474235624
8,23,water consumption,Livestock,0.5296237659445754
8,23,water consumption,Manufacturing,0.24376200760438144
8,23,water consumption,Mining,0.23817382125263897
8,23,water consumption,Municipal,0.23997087461974798
8,23,water withdrawals,Electricity,0.23896902461949843
8,23,water withdrawals,Livestock,0.5296237659445754
8,23,water withdrawals,Manufacturing,0.24377325384978038
8,23,water withdrawals,Mining,0.2381854051851693
8,23,water withdrawals,Municipal,0.23997511717805114
8,27,water consumption,Electricity,0.0479759042758447
8,27,water consumption,Livestock,0.021469668301347642
8,27,water consumption,Manufacturing,0.04910206594140363
8,27,water consumption,Mining,0.04794862772695285
8,27,water consumption,Municipal,0.04833256470649852
8,27,water withdrawals,Electricity,0.04808601973194425
8,27,water withdrawals,Livestock,0.021469668301347642
8,27,water withdrawals,Manufacturing,0.04909368867439381
8,27,water withdrawals,Mining,0.04793172217099478
8,27,water withdrawals,Municipal,0.04832934996296448
8,34,water consumption,Electricity,0.0010526944618906846
8,34,water consumption,Livestock,0.0018728037996679151
8,34,water consumption,Manufacturing,0.0010791007692319157
8,34,water consumption,Mining,0.001052076002814919
8,34,water consumption,Municipal,0.0010620143648353952
8,34,water withdrawals,Electricity,0.001054630501361811
8,34,water withdrawals,Livestock,0.0018728037996679147
8,34,water withdrawals,Manufacturing,0.0010765203549756863
8,34,water withdrawals,Mining,0.0010539746531426245
8,34,water withdrawals,Municipal,0.0010598733198454334
8,40,water consumption,Electricity,0.04132374714020696
8,40,water consumption,Livestock,0.015819078142899436
8,40,water consumption,Manufacturing,0.042280181658565966
8,40,water consumption,Mining,0.0412807881773399
8,40,water consumption,Municipal,0.041626598658952275
8,40,water withdrawals,Electricity,0.04141898655598085
8,40,water withdrawals,Livestock,0.015819078142899436
8,40,water withdrawals,Manufacturing,0.04228732772323947
8,40,water withdrawals,Mining,0.04127763600883494
8,40,water withdrawals,Municipal,0.04162838369136759
8,223,water consumption,Electricity,0.0014921782541094642
8,223,water consumption,Livestock,0.006004556512337335
8,223,water consumption,Manufacturing,0.0015262419719523231
8,223,water consumption,Mining,0.0014883884588318087
8,223,water consumption,Municipal,0.0015028230669520046
8,223,water withdrawals,Electricity,0.001495472464843741
8,223,water withdrawals,Livestock,0.006004556512337336
8,223,water withdrawals,Manufacturing,0.0015267706929634733
8,223,water withdrawals,Mining,0.0014903609032230394
8,223,water withdrawals,Municipal,0.0015030136697819524
8,227,water consumption,Electricity,0.4893059482080783
8,227,water consumption,Livestock,0.2559112381099483
8,227,water consumption,Manufacturing,0.47867658127760165
8,227,water consumption,Mining,0.4894968332160451
8,227,water consumption,Municipal,0.48626291693156404
8,227,water withdrawals,Electricity,0.4888203211079576
8,227,water withdrawals,Livestock,0.2559112381099483
8,227,water withdrawals,Manufacturing,0.47870951972430514
8,227,water withdrawals,Mining,0.4895331632106019
8,227,water withdrawals,Municipal,0.48628860919436767
8,229,water consumption,Electricity,0.014300337604926352
8,229,water consumption,Livestock,0.00570851192544825
8,229,water consumption,Manufacturing,0.014631950623687454
8,229,water consumption,Mining,0.014289232934553132
8,229,water consumption,Municipal,0.014404115378404447
8,229,water withdrawals,Electricity,0.014333071431898372
8,229,water withdrawals,Livestock,0.00570851192544825
8,229,water withdrawals,Manufacturing,0.01463343601814683
8,229,water withdrawals,Mining,0.014286020629168186
8,229,water withdrawals,Municipal,0.014405518668303198
8,232,water consumption,Electricity,0.010279593711603696
8,232,water consumption,Livestock,0.004794635157225418
8,232,water consumption,Manufacturing,0.009446603142806466
8,232,water consumption,Mining,0.010510204081632652
8,232,water consumption,Municipal,0.009830179538620228
8,232,water withdrawals,Electricity,0.00963717106745069
8,232,water withdrawals,Livestock,0.004794635157225418
8,232,water withdrawals,Manufacturing,0.00944405584544352
8,232,water withdrawals,Mining,0.010514013681298652
8,232,water withdrawals,Municipal,0.009831213627129845
9,101,water consumption,Electricity,0.3973068850875727
9,101,water consumption,Livestock,0.3819561442160649
9,101,water consumption,Manufacturing,0.39732145045614753
9,101,water consumption,Mining,0.39732628633607964
9,101,water consumption,Municipal,0.3973036861509085
9,101,water withdrawals,Electricity,0.3973066135500569
9,101,water withdrawals,Livestock,0.3819561442160649
9,101,water withdrawals,Manufacturing,0.3973074737141233
9,101,water withdrawals,Mining,0.39731181946878436
9,101,water withdrawals,Municipal,0.3973063089623579
9,111,water consumption,Electricity,0.08959120372949982
9,111,water consumption,Livestock,0.06028874316373345
9,111,water consumption,Manufacturing,0.08958728571358542
9,111,water consumption,Mining,0.08959877022989102
9,111,water consumption,Municipal,0.08959434510286599
9,111,water withdrawals,Electricity,0.08959023936421547
9,111,water withdrawals,Livestock,0.06028874316373345
9,111,water withdrawals,Manufacturing,0.08959168745329586
9,111,water withdrawals,Mining,0.089586721188104207
9,111,water withdrawals,Municipal,0.08959082115325229
9,133,water consumption,Electricity,0.07114652402444235
9,133,water consumption,Livestock,0.020742075114693764
9,133,water consumption,Manufacturing,0.0711452956257874
9,133,water consumption,Mining,0.0711522185950913
9,133,water consumption,Municipal,0.0711477738731329
9,133,water withdrawals,Electricity,0.07114591867910662
9,133,water withdrawals,Livestock,0.020742075114693764
9,133,water withdrawals,Manufacturing,0.0711448696494164
9,133,water withdrawals,Mining,0.07114100317340026
9,133,water withdrawals,Municipal,0.0711458578819333
9,135,water consumption,Electricity,0.4286688583050092
9,135,water consumption,Livestock,0.5343498094917187
9,135,water consumption,Manufacturing,0.42866106838046775
9,135,water consumption,Mining,0.4286405167797986
9,135,water consumption,Municipal,0.42866817739996665
9,135,water withdrawals,Electricity,0.42867195936616054
9,135,water withdrawals,Livestock,0.5343498094917187
9,135,water withdrawals,Manufacturing,0.4286702872238536
9,135,water withdrawals,Mining,0.4286748027808038
9,135,water withdrawals,Municipal,0.4286711109372501
9,143,water consumption,Electricity,0.012696643821622926
9,143,water consumption,Livestock,9.071822918016642e-5
9,143,water consumption,Manufacturing,0.01269663857719213
9,143,water consumption,Mining,0.012694958287994197
9,143,water consumption,Municipal,0.012696486394773016
9,143,water withdrawals,Electricity,0.01269623984681571
9,143,water withdrawals,Livestock,9.07182291801664e-5
9,143,water withdrawals,Manufacturing,0.012696288928883415
9,143,water withdrawals,Mining,0.012696232442360419
9,143,water withdrawals,Municipal,0.012696416627945475
9,157,water consumption,Electricity,5.898850318530488e-4
9,157,water consumption,Livestock,0.0025725097846090047
9,157,water consumption,Manufacturing,5.882612468197126e-4
9,157,water consumption,Mining,5.872497711453098e-4
9,157,water consumption,Municipal,5.895310783529939e-4
9,157,water withdrawals,Electricity,5.890291936447235e-4
9,157,water withdrawals,Livestock,0.0025725097846090047
9,157,water withdrawals,Manufacturing,5.893930304274152e-4
9,157,water withdrawals,Mining,5.89420946546888e-4
9,157,water withdrawals,Municipal,5.89484437261014e-4
10,18,water consumption,Electricity,4.5358011630228457e-4
10,18,water consumption,Livestock,2.4273434459800493e-4
10,18,water consumption,Manufacturing,4.442686727865402e-4
10,18,water consumption,Mining,4.6199538004619946e-4
10,18,water consumption,Municipal,4.3999022243950136e-4
10,18,water withdrawals,Electricity,4.607667492350814e-4
10,18,water withdrawals,Livestock,2.4273434459800493e-4
10,18,water withdrawals,Manufacturing,4.458577430900817e-4
10,18,water withdrawals,Mining,4.6467882427321316e-4
10,18,water withdrawals,Municipal,4.3863958715800245e-4
10,38,water consumption,Electricity,0.014077269061674226
10,38,water consumption,Livestock,0.012818685150437499
10,38,water consumption,Manufacturing,0.0138507292104039
10,38,water consumption,Mining,0.014391522751439149
10,38,water consumption,Municipal,0.013619933741425132
10,38,water withdrawals,Electricity,0.014313746973141257
10,38,water withdrawals,Livestock,0.012818685150437499
10,38,water withdrawals,Manufacturing,0.01385081511071978
10,38,water withdrawals,Mining,0.014403926536065108
10,38,water withdrawals,Municipal,0.013622859438095353
10,42,water consumption,Electricity,0.013829971391881758
10,42,water consumption,Livestock,0.09204255171590063
10,42,water consumption,Manufacturing,0.015429189671363135
10,42,water consumption,Mining,0.008913577530891358
10,42,water consumption,Municipal,0.016312923542597398
10,42,water withdrawals,Electricity,0.011371036015252526
10,42,water withdrawals,Livestock,0.09204255171590063
10,42,water withdrawals,Manufacturing,0.015432008564583554
10,42,water withdrawals,Mining,0.008804323300291987
10,42,water withdrawals,Municipal,0.01636058044288931
10,43,water consumption,Electricity,0.00526623403648304
10,43,water consumption,Livestock,0.015118882034961449
10,43,water consumption,Manufacturing,0.006505487153666436
10,43,water consumption,Mining,0.0015509844901550984
10,43,water consumption,Municipal,0.0072509972591625615
10,43,water withdrawals,Electricity,0.0033945721839998984
10,43,water withdrawals,Livestock,0.015118882034961449
10,43,water withdrawals,Manufacturing,0.0065059692800040385
10,43,water withdrawals,Mining,0.0015191423101239662
10,43,water withdrawals,Municipal,0.0072615064486061575
10,45,water consumption,Electricity,0.02366095851370481
10,45,water consumption,Livestock,0.02286326350546923
10,45,water consumption,Manufacturing,0.023281420684104062
10,45,water consumption,Mining,0.024133758662413372
10,45,water consumption,Municipal,0.022906535883126945
10,45,water withdrawals,Electricity,0.024052061939042198
10,45,water withdrawals,Livestock,0.02286326350546923
10,45,water withdrawals,Manufacturing,0.023271108862468897
10,45,water withdrawals,Mining,0.024199043387151183
10,45,water withdrawals,Municipal,0.02289054136814406
10,48,water consumption,Electricity,0.008304979549689038
10,48,water consumption,Livestock,0.03929984626824842
10,48,water consumption,Manufacturing,0.010258250766145682
10,48,water consumption,Mining,0.002438308950243831
10,48,water consumption,Municipal,0.011432464621353566
10,48,water withdrawals,Electricity,0.005352971976890042
10,48,water withdrawals,Livestock,0.03929984626824842
10,48,water withdrawals,Manufacturing,0.01025800129946373
10,48,water withdrawals,Mining,0.0023982342204677616
10,48,water withdrawals,Municipal,0.01145009010885714
10,52,water consumption,Electricity,0.08448713780692807
10,52,water consumption,Livestock,0.074238180185942207
10,52,water consumption,Manufacturing,0.0894879063098347
10,52,water consumption,Mining,0.08614747185861474
10,52,water consumption,Municipal,0.09253420845967016
10,52,water withdrawals,Electricity,0.08305817670953589
10,52,water withdrawals,Livestock,0.074238180185942207
10,52,water withdrawals,Manufacturing,0.08949068643622188
10,52,water withdrawals,Mining,0.0861811666566135
10,52,water withdrawals,Municipal,0.09255381607089705
10,56,water consumption,Electricity,0.0855523272821805
10,56,water consumption,Livestock,0.08161653367650061
10,56,water consumption,Manufacturing,0.08446505696221276
10,56,water consumption,Mining,0.0866021339786602
10,56,water consumption,Municipal,0.08324136532190536
10,56,water withdrawals,Electricity,0.08653302403155415
10,56,water withdrawals,Livestock,0.08161653367650061
10,56,water withdrawals,Manufacturing,0.08445719333135225
10,56,water withdrawals,Mining,0.08661903708717868
10,56,water withdrawals,Municipal,0.08326484235373802
10,58,water consumption,Electricity,0.2471426563750625
10,58,water consumption,Livestock,0.22312295072492805
10,58,water consumption,Manufacturing,0.2444888906698352
10,58,water consumption,Mining,0.2506911597550691
10,58,water consumption,Municipal,0.24653286664551663
10,58,water withdrawals,Electricity,0.2486768869878454
10,58,water withdrawals,Livestock,0.22312295072492805
10,58,water withdrawals,Manufacturing,0.2445037570587323
10,58,water withdrawals,Mining,0.25066518326888154
10,58,water withdrawals,Municipal,0.24660593807801628
10,68,water consumption,Electricity,0.045850797474668574
10,68,water consumption,Livestock,0.03950790427790385
10,68,water consumption,Manufacturing,0.045111563703772097
10,68,water consumption,Mining,0.04686319803468631
10,68,water consumption,Municipal,0.04435995984959199
10,68,water withdrawals,Electricity,0.04661019101657236
10,68,water withdrawals,Livestock,0.03950790427790385
10,68,water withdrawals,Manufacturing,0.04509966802652888
10,68,water withdrawals,Mining,0.0468800614805829
10,68,water withdrawals,Municipal,0.04435870503926249
10,70,water consumption,Electricity,0.023429343135167473
10,70,water consumption,Livestock,0.01900648447463426
10,70,water consumption,Manufacturing,0.022847605391853678
10,70,water consumption,Mining,0.02310710226231071
10,70,water consumption,Municipal,0.022680819858849472
10,70,water withdrawals,Electricity,0.023451691707597054
10,70,water withdrawals,Livestock,0.01900648447463426
10,70,water withdrawals,Manufacturing,0.022849800182317706
10,70,water withdrawals,Mining,0.02310771835995183
10,70,water withdrawals,Municipal,0.02255936776052264
10,72,water consumption,Electricity,0.18204425904491228
10,72,water consumption,Livestock,0.1604743722620144
10,72,water consumption,Manufacturing,0.18145152157664854
10,72,water consumption,Mining,0.1852491475085249
10,72,water consumption,Municipal,0.18013386936555076
10,72,water withdrawals,Electricity,0.1836210998433945
10,72,water withdrawals,Livestock,0.1604743722620144
10,72,water withdrawals,Manufacturing,0.18146106202987083
10,72,water withdrawals,Mining,0.18521472406343759
10,72,water withdrawals,Municipal,0.18003946749240435
10,76,water consumption,Electricity,0.2611029114173715
10,76,water consumption,Livestock,0.2176517956562111
10,76,water consumption,Manufacturing,0.25685872430428397
10,76,water consumption,Mining,0.26687933120668794
10,76,water consumption,Municipal,0.25260327548276706
10,76,water withdrawals,Electricity,0.2654126853908844
10,76,water withdrawals,Livestock,0.2176517956562111
10,76,water withdrawals,Manufacturing,0.2568533385205893
10,76,water withdrawals,Mining,0.2669713887418151
10,76,water withdrawals,Municipal,0.25264057722610306
10,85,water consumption,Electricity,0.0047975747939738985
10,85,water consumption,Livestock,0.001995815722250263
10,85,water consumption,Manufacturing,0.005519384923089252
10,85,water consumption,Mining,0.0025703076302570306
10,85,water consumption,Municipal,0.005950789746043469
10,85,water withdrawals,Electricity,0.003691088475055222
10,85,water withdrawals,Livestock,0.001995815722250263
10,85,water withdrawals,Manufacturing,0.005520733554056685
10,85,water withdrawals,Mining,0.002571371763165713
10,85,water withdrawals,Municipal,0.005953068585306048
11,37,water consumption,Electricity,0.005489389284847752
11,37,water consumption,Livestock,0.0022912053434384497
11,37,water consumption,Manufacturing,0.005279636399352558
11,37,water consumption,Mining,0.00808898682451481
11,37,water consumption,Municipal,0.00516279208214085
11,37,water withdrawals,Electricity,0.006087226435473254
11,37,water withdrawals,Livestock,0.0022912053434384497
11,37,water withdrawals,Manufacturing,0.005277759713021648
11,37,water withdrawals,Mining,0.008087715848427247
11,37,water withdrawals,Municipal,0.0051624878761945695
11,42,water consumption,Electricity,0.05549879082666231
11,42,water consumption,Livestock,0.02996776068410405
11,42,water consumption,Manufacturing,0.055441339840041196
11,42,water consumption,Mining,0.05622842023681205
11,42,water consumption,Municipal,0.05521944914677295
11,42,water withdrawals,Electricity,0.055676280694986015
11,42,water withdrawals,Livestock,0.02996776068410405
11,42,water withdrawals,Manufacturing,0.05542885493757513
11,42,water withdrawals,Mining,0.056257146394575665
11,42,water withdrawals,Municipal,0.0552201414975218
11,43,water consumption,Electricity,0.10097437905043376
11,43,water consumption,Livestock,0.050503894874416005
11,43,water consumption,Manufacturing,0.10087819028487702
11,43,water consumption,Mining,0.102375492362283
11,43,water consumption,Municipal,0.10046369255828973
11,43,water withdrawals,Electricity,0.10129706353069722
11,43,water withdrawals,Livestock,0.050503894874416005
11,43,water withdrawals,Manufacturing,0.10084465452101421
11,43,water withdrawals,Mining,0.10238492332267594
11,43,water withdrawals,Municipal,0.10046372641544753
11,56,water consumption,Electricity,0.0024530217455794316
11,56,water consumption,Livestock,0.0027256915863813234
11,56,water consumption,Manufacturing,0.002454591404490023
11,56,water consumption,Mining,0.0024366578537885746
11,56,water consumption,Municipal,0.002446313262224006
11,56,water withdrawals,Electricity,0.002449760054830323
11,56,water withdrawals,Livestock,0.0027256915863813234
11,56,water withdrawals,Manufacturing,0.0024541430761172087
11,56,water withdrawals,Mining,0.0024355398243838017
11,56,water withdrawals,Municipal,0.0024467686824120732
11,66,water consumption,Electricity,0.07850138944538758
11,66,water consumption,Livestock,0.033465484107191905
11,66,water consumption,Manufacturing,0.07855611900978562
11,66,water consumption,Mining,0.07803282215983917
11,66,water consumption,Municipal,0.07829170731602354
11,66,water withdrawals,Electricity,0.07838843229108523
11,66,water withdrawals,Livestock,0.033465484107191905
11,66,water withdrawals,Manufacturing,0.07852854770570546
11,66,water withdrawals,Mining,0.07802709742887592
11,66,water withdrawals,Municipal,0.07829167236690682
11,68,water consumption,Electricity,0.0053425470678157205
11,68,water consumption,Livestock,0.003733525002172431
11,68,water consumption,Manufacturing,0.005346013071719545
11,68,water consumption,Mining,0.005307650468105284
11,68,water consumption,Municipal,0.0053283581429393375
11,68,water withdrawals,Electricity,0.0053348313324127344
11,68,water withdrawals,Livestock,0.003733525002172431
11,68,water withdrawals,Manufacturing,0.005344326918917774
11,68,water withdrawals,Mining,0.005309270466909916
11,68,water withdrawals,Municipal,0.005328201852780107
11,77,water consumption,Electricity,0.0864209072665058
11,77,water consumption,Livestock,0.08749199257137692
11,77,water consumption,Manufacturing,0.08648095550116854
11,77,water consumption,Mining,0.08590464160408993
11,77,water consumption,Municipal,0.0861898658986633
11,77,water withdrawals,Electricity,0.08629577329379232
11,77,water withdrawals,Livestock,0.08749199257137692
11,77,water withdrawals,Manufacturing,0.0864504362483192
11,77,water withdrawals,Mining,0.08590057316815604
11,77,water withdrawals,Municipal,0.08618928380637433
11,78,water consumption,Electricity,0.1180370040471171
11,78,water consumption,Livestock,0.08912732018928754
11,78,water consumption,Manufacturing,0.11811975517771682
11,78,water consumption,Mining,0.11735406451664318
11,78,water consumption,Municipal,0.1177211750384717
11,78,water withdrawals,Electricity,0.1178664866647661
11,78,water withdrawals,Livestock,0.08912732018928754
11,78,water withdrawals,Manufacturing,0.11807752946809584
11,78,water withdrawals,Mining,0.11732286045139723
11,78,water withdrawals,Municipal,0.11772121894414543
11,79,water consumption,Electricity,0.12244035480834506
11,79,water consumption,Livestock,0.0957996315381992
11,79,water consumption,Manufacturing,0.12252393708747233
11,79,water consumption,Mining,0.12170139684449817
11,79,water consumption,Municipal,0.12211483207716309
11,79,water withdrawals,Electricity,0.1222655933414361
11,79,water withdrawals,Livestock,0.0957996315381992
11,79,water withdrawals,Manufacturing,0.1224839596496249
11,79,water withdrawals,Mining,0.12170355480783937
11,79,water withdrawals,Municipal,0.12211447397869918
11,85,water consumption,Electricity,0.03957488747125537
11,85,water consumption,Livestock,0.015227541973772754
11,85,water consumption,Manufacturing,0.03959861846823271
11,85,water consumption,Mining,0.03930729582779622
11,85,water consumption,Municipal,0.03946903621784477
11,85,water withdrawals,Electricity,0.03951957285294632
11,85,water withdrawals,Livestock,0.015227541973772754
11,85,water withdrawals,Manufacturing,0.039589890664341924
11,85,water withdrawals,Mining,0.039322467172103394
11,85,water withdrawals,Municipal,0.03947103292086817
11,89,water consumption,Electricity,0.0034009347134522122
11,89,water consumption,Livestock,3.755358481717299e-5
11,89,water consumption,Manufacturing,0.00335695535585745
11,89,water consumption,Mining,0.0033531440457286754
11,89,water consumption,Municipal,0.0037209926169491114
11,89,water withdrawals,Electricity,0.003485468617146172
11,89,water withdrawals,Livestock,3.755358481717299e-5
11,89,water withdrawals,Manufacturing,0.003404673444990973
11,89,water withdrawals,Mining,0.0033568329849655632
11,89,water withdrawals,Municipal,0.0037209613982464697
11,92,water consumption,Electricity,0.004221737686542538
11,92,water consumption,Livestock,4.9343663771401726e-5
11,92,water consumption,Manufacturing,0.0042245612524381086
11,92,water consumption,Mining,0.004185951063622072
11,92,water consumption,Municipal,0.004210518262414675
11,92,water withdrawals,Electricity,0.004216456236659778
11,92,water withdrawals,Livestock,4.9343663771401726e-5
11,92,water withdrawals,Manufacturing,0.004223844126495379
11,92,water withdrawals,Mining,0.0041943722218580745
11,92,water withdrawals,Municipal,0.004211293617415285
11,106,water consumption,Electricity,0.23243504147646066
11,106,water consumption,Livestock,0.4005989360108748
11,106,water consumption,Manufacturing,0.2325919328124558
11,106,water consumption,Mining,0.23104816134938644
11,106,water consumption,Municipal,0.23181519815149376
11,106,water withdrawals,Electricity,0.23209910315917504
11,106,water withdrawals,Livestock,0.4005989360108748
11,106,water withdrawals,Manufacturing,0.23251446746325524
11,106,water withdrawals,Mining,0.23102548789695107
11,106,water withdrawals,Municipal,0.23181279603130067
11,108,water consumption,Electricity,0.06984833105151576
11,108,water consumption,Livestock,0.11642353631628152
11,108,water consumption,Manufacturing,0.06989732694861503
11,108,water consumption,Mining,0.06944375265233096
11,108,water consumption,Municipal,0.0696617108819698
11,108,water withdrawals,Electricity,0.0697474952588289
11,108,water withdrawals,Livestock,0.11642353631628152
11,108,water withdrawals,Manufacturing,0.06987240453321168
11,108,water withdrawals,Mining,0.06942532670099363
11,108,water withdrawals,Municipal,0.06966152118653851
11,109,water consumption,Electricity,0.009617542596934783
11,109,water consumption,Livestock,0.017384253083214816
11,109,water consumption,Manufacturing,0.009624393247698457
11,109,water consumption,Mining,0.009565326538053105
11,109,water consumption,Municipal,0.009591714094070931
11,109,water withdrawals,Electricity,0.00960379532612125
11,109,water withdrawals,Livestock,0.017384253083214816
11,109,water withdrawals,Manufacturing,0.009620871336750712
11,109,water withdrawals,Mining,0.00956008555038466
11,109,water withdrawals,Municipal,0.00959195668719943
11,110,water consumption,Electricity,0.02134413407489451
11,110,water consumption,Livestock,0.006563580620778223
11,110,water consumption,Manufacturing,0.02113827920270853
11,110,water consumption,Mining,0.021278418543304967
11,110,water consumption,Municipal,0.023677859370698346
11,110,water withdrawals,Electricity,0.021610599973357174
11,110,water withdrawals,Livestock,0.006563580620778223
11,110,water withdrawals,Manufacturing,0.02141036567805693
11,110,water withdrawals,Mining,0.02129231090427533
11,110,water withdrawals,Municipal,0.023677628168546353
11,112,water consumption,Electricity,0.010403574712371732
11,112,water consumption,Livestock,0.013510557142364328
11,112,water consumption,Manufacturing,0.010410598022423653
11,112,water consumption,Mining,0.010340355078628537
11,112,water consumption,Municipal,0.010375672380508827
11,112,water withdrawals,Electricity,0.010388571756133046
11,112,water withdrawals,Livestock,0.013510557142364328
11,112,water withdrawals,Manufacturing,0.010407164496319073
11,112,water withdrawals,Mining,0.010340575013170001
11,112,water withdrawals,Municipal,0.010375767598593742
11,124,water consumption,Electricity,0.008427670437788089
11,124,water consumption,Livestock,0.008418553042910209
11,124,water consumption,Manufacturing,0.008433649564358239
11,124,water consumption,Mining,0.008377879211104623
11,124,water consumption,Municipal,0.008405017859019244
11,124,water withdrawals,Electricity,0.008415363584499916
11,124,water withdrawals,Livestock,0.008418553042910209
11,124,water withdrawals,Manufacturing,0.008430452370036179
11,124,water withdrawals,Mining,0.008375999281415612
11,124,water withdrawals,Municipal,0.008404967935105836
11,125,water consumption,Electricity,0.015559719331169626
11,125,water consumption,Livestock,0.015828836000438416
11,125,water consumption,Manufacturing,0.015612869719186313
11,125,water consumption,Mining,0.015657967353167955
11,125,water consumption,Municipal,0.01598077090666007
11,125,water withdrawals,Electricity,0.015333144817829339
11,125,water withdrawals,Livestock,0.015828836000438416
11,125,water withdrawals,Manufacturing,0.015607648496757281
11,125,water withdrawals,Mining,0.01565773534245644
11,125,water withdrawals,Municipal,0.015980754435604986
11,127,water consumption,Electricity,0.00889291026043947
11,127,water consumption,Livestock,0.007684948130202645
11,127,water consumption,Manufacturing,0.008912862229386118
11,127,water consumption,Mining,0.008899877868253117
11,127,water consumption,Municipal,0.00903058262158855
11,127,water withdrawals,Electricity,0.008809310671775634
11,127,water withdrawals,Livestock,0.007684948130202645
11,127,water withdrawals,Manufacturing,0.008910981567591824
11,127,water withdrawals,Mining,0.008907047710604703
11,127,water withdrawals,Municipal,0.00903046960375765
11,137,water consumption,Electricity,0.0011157326444808159
11,137,water consumption,Livestock,0.003165854534005862
11,137,water consumption,Manufacturing,0.0011174154000158766
11,137,water consumption,Mining,0.0011117375980490797
11,137,water consumption,Municipal,0.0011227411140934255
11,137,water withdrawals,Electricity,0.0011096701060482287
11,137,water withdrawals,Livestock,0.003165854534005862
11,137,water withdrawals,Manufacturing,0.0011170235838014948
11,137,water withdrawals,Mining,0.001113077507580337
11,137,water withdrawals,Municipal,0.0011228749963410204
12,20,water consumption,Electricity,0.05329113859111286
12,20,water consumption,Livestock,0.0480539368196401
12,20,water consumption,Manufacturing,0.05632377126557314
12,20,water consumption,Mining,0.22154810199942046
12,20,water consumption,Municipal,0.04208790346883088
12,20,water withdrawals,Electricity,0.04870111076975032
12,20,water withdrawals,Livestock,0.0480539368196401
12,20,water withdrawals,Manufacturing,0.05632891822189636
12,20,water withdrawals,Mining,0.22161022561702498
12,20,water withdrawals,Municipal,0.047138209095470805
12,22,water consumption,Electricity,0.0063526637141096114
12,22,water consumption,Livestock,0.006672810548999771
12,22,water consumption,Manufacturing,0.00671263070977369
12,22,water consumption,Mining,0.026405389742103734
12,22,water consumption,Municipal,0.005017688849626201
12,22,water withdrawals,Electricity,0.005803909802660354
12,22,water withdrawals,Livestock,0.006672810548999771
12,22,water withdrawals,Manufacturing,0.006712865949939822
12,22,water withdrawals,Mining,0.026402931696763655
12,22,water withdrawals,Municipal,0.005617630984303936
12,25,water consumption,Electricity,0.01858747774772127
12,25,water consumption,Livestock,0.007566676136560487
12,25,water consumption,Manufacturing,0.019642008193458425
12,25,water consumption,Mining,0.07731454650825847
12,25,water consumption,Municipal,0.014679474742304214
12,25,water withdrawals,Electricity,0.01698586184066991
12,25,water withdrawals,Livestock,0.007566676136560489
12,25,water withdrawals,Manufacturing,0.01964654892697011
12,25,water withdrawals,Mining,0.07729369950108173
12,25,water withdrawals,Municipal,0.01644075543097855
12,29,water consumption,Electricity,0.1794392975425569
12,29,water consumption,Livestock,0.18381063907924916
12,29,water consumption,Manufacturing,0.17859328191001755
12,29,water consumption,Mining,0.09761663286004056
12,29,water consumption,Municipal,0.1857927783258959
12,29,water withdrawals,Electricity,0.1834558978411042
12,29,water withdrawals,Livestock,0.18381063907924916
12,29,water withdrawals,Manufacturing,0.17859086589926979
12,29,water withdrawals,Mining,0.09759812795266899
12,29,water withdrawals,Municipal,0.18338186083526964
12,30,water consumption,Electricity,0.22957242644930215
12,30,water consumption,Livestock,0.28619635940325816
12,30,water consumption,Manufacturing,0.22931219988217066
12,30,water consumption,Mining,0.12806070704143727
12,30,water consumption,Municipal,0.2385868735113089
12,30,water withdrawals,Electricity,0.23678086041414712
12,30,water withdrawals,Livestock,0.28619635940325816
12,30,water withdrawals,Manufacturing,0.22930822866355907
12,30,water withdrawals,Mining,0.12814031524570618
12,30,water withdrawals,Municipal,0.23564869710848532
12,31,water consumption,Electricity,0.07425683435363406
12,31,water consumption,Livestock,0.06754574998094472
12,31,water consumption,Manufacturing,0.0729722782682277
12,31,water consumption,Mining,0.0432845552013909
12,31,water consumption,Municipal,0.07526946083065353
12,31,water withdrawals,Electricity,0.07304139108061926
12,31,water withdrawals,Livestock,0.06754574998094472
12,31,water withdrawals,Manufacturing,0.07297128259633338
12,31,water withdrawals,Mining,0.0432745375071747
12,31,water withdrawals,Municipal,0.07429166360373433
12,33,water consumption,Electricity,0.039830937648180575
12,33,water consumption,Livestock,0.058780323870368696
12,33,water consumption,Manufacturing,0.03977080153496551
12,33,water consumption,Mining,0.021280063749637788
12,33,water consumption,Municipal,0.04146043435723633
12,33,water withdrawals,Electricity,0.04111296861615645
12,33,water withdrawals,Livestock,0.058780323870368696
12,33,water withdrawals,Manufacturing,0.03976988471342577
12,33,water withdrawals,Mining,0.02127577376484613
12,33,water withdrawals,Municipal,0.04092290679203915
